Plant,Machine Type,Shift,Ambient Temperature (C),Humidity (%),Machine Age (Years),Maintenance Quality Index,Lubrication Interval (Days),Operator Training Hours (Monthly),Spare Parts Availability Index,Production Target Pressure Index,Fatigue Index,Procedure Compliance Index,Wear Index,Cooling Efficiency Index,Vibration RMS,Defect Rate Index,Failure Risk (0-1),Repair Duration (Hours),Unplanned Downtime Hours (Next 30d)
Plant A,Conveyor,Day,24.918045821951726,53.46699012815342,11.163099817249853,-0.9224957582565227,10.734963015974444,7.842832459270488,1.068183645328265,0.38450283853249745,0.41335013789642455,0.18527149029277074,3.756368260313988,1.0184464602758572,1.463531397418122,0.05171590478758577,0.9283059826444714,12.050489650955553,29.482420720987378
Plant C,Press,Day,23.042547345728956,51.110142268148245,14.092745504894191,-1.0073616254856477,16.72714010723067,4.453700624645759,1.4902510693222295,0.03812083325222145,-1.026053113928563,1.0442568003256099,5.097094387934922,1.4146622045263129,0.9276600537809087,0.445697500791863,0.9119151910300616,11.382181247061936,24.969422968419632
Plant C,CNC,Swing,28.52907692641684,64.90420431881552,2.6833631917736858,0.19193921798128116,15.16102560612567,5.475372660003123,-0.28674987426981075,-1.042620535234889,1.1387184353003343,-0.4291044634486463,-0.26135764856387145,0.6607077550124341,0.5405185028396078,1.079633242262655,0.6295763620312275,16.0791251505562,37.39402609485838
Plant A,CNC,Swing,27.405157717821307,59.218519298808495,9.917386723347203,-0.7203272185818431,12.063398979944624,7.639675162270825,0.9737365031137912,-0.44826639730054096,0.08373919848489508,0.6655074613773524,3.097683458200163,0.7861850745179445,0.8461605888451881,-0.59443330684835,0.7423501793147241,7.5167361569850515,23.78003594628795
Plant A,CNC,Day,26.102735355990177,69.24247505512915,10.5809445442431,-0.006517414470083433,7.150150597462267,8.57541853653829,-0.6673927128346514,0.010064673648146758,0.46144515637727246,-0.052182501258248415,,0.732164343641626,0.9821470417778907,0.19602844424741084,0.846683123633513,13.21807004082347,32.337296579479556
Plant B,CNC,Swing,29.07950101390207,50.66256049626369,7.361515459858607,-1.7690137971031707,13.815469253793474,2.2998464340572498,-1.3003564623107509,-0.31049126278019046,0.8887988242634326,-0.9320394948792096,4.291429872000488,1.1603461140347004,0.8491758198255988,-0.2613448962884948,,14.448233140713963,24.152409739516514
Plant A,Press,Swing,25.015491597942905,49.4230392439832,1.7341360153883247,0.5031385409124566,11.479295023779935,0.0,,1.8952702066627427,0.3099932591955777,,1.4122454328056295,1.0798138743888919,-0.3261828710187118,0.6756186124245299,0.4821631953943301,11.818398793346702,25.965690607535173
Plant A,CNC,Swing,15.77666983505488,59.953491820638185,7.11212632853472,0.2407133403764284,15.9216691303467,5.660560283493318,-0.8645615864336045,0.23501172962092,0.3350819281277053,-0.2639128684755818,0.6455745494398433,0.9087563323171712,-0.013048958816799586,-0.5819982943961147,0.5760540990147999,10.770695678948327,21.348759065259557
Plant A,,Day,22.1093956343384,67.35042255433366,7.2567923562528165,-0.23136925632427968,11.933503371373938,3.4354745183795896,-0.4377445961931433,-0.19609493360007313,-0.3373091728704176,0.34146791491812184,3.0639956338975214,0.8838461417199835,1.7012725126696937,-0.2557530693570186,0.7371958611987098,18.145043239714802,30.339747717536397
Plant C,Conveyor,Day,14.97798788610067,64.90082915298466,12.589327589190692,0.1615169585352671,6.997332539929718,6.19875130008816,1.9822463375691466,-0.3631111448131677,-0.9610206097145443,1.4013965372569497,4.051636262292876,1.0817392420707992,0.49362008283434944,-0.056835975293944685,0.4681689872711012,2.0249522359403427,13.817100846471538
Plant B,CNC,Day,27.28682413104317,58.861770561611124,7.734226120945401,0.93416828085735,8.465072825789061,5.73416633237515,-0.523607237376983,-0.22924612045666123,0.5537003107043094,-0.599604680310459,2.2365457103476367,1.2167004795084533,-0.9181979248524359,-0.18011526020669255,0.30843140971838373,11.216762226575542,10.422519180426244
Plant B,CNC,Night,29.48099919646484,57.791950027213595,6.763066499800013,-1.4488100257494023,12.292021871053189,3.0737680199432487,-0.37644427961726235,-0.6078074525052173,0.7911626811984028,-0.4664737349127668,2.209388014572957,0.7863805404281734,1.8701076391079208,-0.27017669390890453,0.827325328879987,14.390747152603318,29.606489339078827
Plant C,CNC,Swing,28.708511210665208,54.56453051439436,6.2404625931065745,0.06669581689348869,14.43506753050337,12.260589991793323,0.1536102318472874,-0.8230979657267575,1.2615657762444843,1.1864742630180407,3.9070402183304473,0.860641553666432,1.64541571731794,-0.7014513717714561,0.8283137787791123,15.513245303326272,28.111986806521763
Plant B,CNC,Day,26.44547349614902,59.91916197378325,8.977242850374695,-1.3051394937390508,9.344451872141931,6.051003946126761,-1.3206943728151561,0.5986139789954824,0.42657271040213335,-0.7297768556173669,3.44007322578462,0.7412887566978339,,-0.17377957791818976,0.7957098672091599,16.10765706404198,28.405887231950764
Plant B,Press,Night,29.839625646946494,79.41921333375049,9.170604577494396,0.08760831113161413,10.966059308530538,4.278734535922295,0.14591063369519597,1.5399962248684123,0.7373460937157417,-0.7013640330385225,4.6426958498779145,0.7042452588282122,0.4058672810756577,1.2424193474791558,0.8318348875013982,13.482163963598264,29.45608316255427
Plant A,Conveyor,Day,16.116983308662697,52.089119421317456,5.630165217591067,-0.2588540279719497,17.16989396062374,6.304301310431364,0.6567077271864569,-0.45070978058490646,-0.0010684496195828286,0.5930358442359474,,1.5479101757191438,0.34728411715706875,-1.732027526563219,0.6652122042978128,9.013975471773822,16.733037740089735
Plant A,Conveyor,Swing,23.462165391028563,50.62611806301495,8.792061873066864,-0.024911620067423812,18.43857779332386,7.589635548880565,1.4825953385179402,0.429382732557547,0.595016055144286,-0.6276942920236095,3.581548705789887,0.9349315582356574,-0.024347236656037108,0.3658467307877802,0.7144688364762506,11.799004308946857,25.737319743670472
Plant B,Press,Day,16.925420055958924,,7.328235199552792,0.8484130296949599,15.107659061473909,4.102383381369611,1.313850857449262,-0.6642745738117393,0.4767770380899086,-0.06442154398048694,3.118173072916625,1.50493577314957,-0.0916975422727135,-0.825920820661402,0.7743657768475624,7.817991652751173,22.286891832455144
Plant B,CNC,Swing,22.208351935970555,59.67247309746897,1.0,0.8185098286786511,12.859852258489802,,0.36310777176287184,0.10376979645228251,0.1506706101741714,1.6533765902110793,-0.0383512894142638,1.0761340346625268,-2.566513037095856,-1.2368710738569848,,5.233935139943912,3.431147663388422
Plant B,CNC,Swing,32.08125867966379,29.53905677083657,10.004068709897862,1.0867090714801309,11.514342367012283,1.4322496520738524,-0.223364351461142,-1.308492467164664,0.5495302114826965,-0.5423900806939297,,1.109234615288956,-0.6436078266563252,-0.21653531498516682,0.49580879350451046,16.288869252010397,16.285656255262552
Plant C,CNC,Swing,29.46618591177347,53.379259562387965,9.719552303756597,-0.3963778059851582,16.15689727917314,1.6408227740419417,-0.1655376793017358,-0.8534955400156853,0.7373005344801469,-0.775291293000384,4.788135200541455,0.9452775106354182,0.8016700050929392,0.07418194868158984,0.7903262132557616,17.38211412698241,30.323059836139457
Plant B,CNC,,27.31142703237211,65.56776221499972,8.59921737853167,0.7031707064701076,12.73452530356018,1.2019974621161262,0.4075170565249579,-0.8891780038281186,0.1066073584888231,-0.7939704486071285,1.2675935594042163,0.7065218675249099,-0.4422126354597057,0.030331723980764017,0.2956868860530593,5.459501519051832,11.960952125111657
Plant B,Conveyor,Day,23.091898856996785,48.68523047365336,6.672596832225219,0.5066382825412106,17.680509960775723,6.011673587387385,-0.04662435575079014,-0.1452258590389922,-0.5833482901023161,0.3303310010992109,2.592096966413043,1.0753694050112108,0.3086280601029503,0.8935295727910968,0.5392828727833405,14.05566492152283,26.76708572957592
Plant B,Press,Day,19.03202607777209,57.24045555776617,8.78381950480763,-0.3712092125640576,17.890736717255074,7.41886455756676,-0.09073488876676201,-1.1698590812260112,0.25689618200006326,0.24499702580148605,4.650562406615042,1.0907596672158597,0.6442897021401351,-0.02842376948478048,0.7834955933984622,14.686299715878864,34.59763198730258
Plant A,CNC,Night,25.935138418922143,80.3120255596775,10.45784794220515,0.11720279088520369,15.640308838843934,5.008626319478892,-0.9345310729077908,-2.2405119962211373,1.5973268541423877,0.4595501257237421,3.449642052716102,0.9424584445724362,-0.6649521474053008,-1.872648812210719,0.5206194316314019,12.628760841796725,15.22753860272509
,CNC,Day,29.553379159111532,58.97919849974492,6.104565015200857,-0.13218624816475696,12.009516870316357,7.409925755820818,0.6706698252444255,-1.3700676663174909,0.22793172157353292,0.2886248644068995,2.3999343952549284,0.951756121787343,-0.8181757476209525,-1.3296948563389648,0.2572276625672199,8.486337992024236,6.561628945321097
Plant B,CNC,Swing,26.04935744629617,28.129280544554852,10.578937443946916,1.3948862787334337,12.318460365327377,,0.29775244158264813,-0.1745492284097376,,0.4748046537539665,4.265186821042015,1.455394586014248,-0.5205845843795969,0.35170526130304325,0.48850014335278663,12.782208012938156,25.8269822444866
Plant A,Conveyor,Swing,16.07154605407719,38.081387601312294,3.575457075461699,0.8102163756896525,7.425189905989311,4.917709466162185,-0.7562895038598393,-0.7925333065101553,0.11690270172644099,0.24975053069520142,2.223761416537541,1.5585907935835617,-0.726603097279076,-0.4085349002949392,0.3013885379804549,9.426283982006867,15.689155295679132
Plant B,CNC,Day,24.523054485579177,51.9879609829302,8.50448781184142,-0.3358654507096486,13.789377719462061,7.282205939957018,1.48901748445103,-0.5791143874438458,-0.34803124640798155,0.28219645575931956,4.194397623609209,1.235752687656684,0.9705481755556262,0.2796774530660239,0.7006951487429169,8.353472430645128,25.621020513848965
Plant C,CNC,Day,14.43335903966826,45.35408910145212,8.07727235011512,-0.4054427870947975,13.665232344369963,5.410661817798961,0.20853553869663205,0.2644779782328495,-0.3906510626744642,-0.5670867360510063,1.4646579875915284,1.1400109646877332,-0.19466048746660192,0.9255121926649827,0.4957664597722321,10.925305194591505,16.218913924602568
Plant A,CNC,Day,28.02091916553004,56.24059846960769,,0.9576152586862193,8.489896166510484,4.772928669692427,-1.424089752137009,-0.8210669665322166,0.19480350921392808,0.9387468254384929,4.964997542833285,0.7775082745261075,-0.9658715029604172,-0.938406625574895,0.5788638005350503,16.465911350852355,22.903085186931722
Plant A,Conveyor,Swing,20.534961259666424,51.465087732618805,5.243211711797218,1.3399693227028135,23.45661627286493,4.504472993589532,0.9448937053968096,-0.0800816553638131,0.558468271585376,0.2820151218613084,1.7555968375440651,1.1067296697815345,0.20348372671357717,-0.09911095620427232,0.640670764989313,11.807818218218175,25.923818121668806
Plant A,Press,Night,18.884393000735336,68.9928583939756,6.570569555704482,0.31553507296874805,16.22498728030709,6.699134922336119,-0.6726569910667006,2.1366645355093015,1.3085965106409652,0.23897995289638585,2.1288667020015444,1.0333561441143881,-1.2231595132443205,0.47723755811173263,0.2981443555005368,11.934174189104535,17.323047208260558
Plant A,Press,Day,28.089653313661017,41.90402263388147,4.8165170308201715,0.6585722695512903,10.638217347212837,9.653373402482005,-0.4097956245698402,-0.3810030673184284,0.37353428427557434,0.5690004455730566,0.5669208194831716,0.8557032620224397,-0.5881934014222343,0.18447268180427023,0.38292155469234057,8.91489843346382,21.427500649442926
Plant B,CNC,Night,27.79688918591993,52.51000741387796,6.299796631472027,1.3031314848049185,22.216767856887127,2.384905560247523,-0.18692324900478594,-0.20551922107057147,0.5907128696016246,0.3919133021862391,2.4125487897112547,0.8031730128087304,,-0.21691532906987643,0.7359166795534035,17.60648923255158,27.324732577424797
Plant B,CNC,Day,25.161994812071054,57.60710184730224,8.766253914452857,-0.17478573190098015,12.015803829939951,4.559102449576496,0.8632153029142817,0.3804593367900282,0.30760506322633563,-0.6371718427757256,2.606066899143237,0.881064954595291,0.8828936026677862,1.100446539095167,0.7496769753501511,9.681145482367857,32.56846149011191
Plant C,Conveyor,Day,34.95853973575525,59.09361332202358,2.6064696701773666,0.08347063054705377,17.321356151937177,6.487999661340833,-0.05773440159372801,-0.8177203086104741,0.2144602330114625,0.3508339046287193,0.7851654918758681,0.5165381028236723,0.6323846364065162,-0.8134245001348714,0.7340782575137235,15.514974314245059,26.296897709705192
Plant B,CNC,Night,28.17499918127978,56.76166310293605,6.671262470801826,0.4867283127133465,14.350530357933593,11.270579253655953,0.6183521877719191,-0.5917409523212124,0.9560726170820828,0.4733029786417932,2.1855255871057055,0.901962017774999,,-0.59825047727805,0.5577044359375725,9.670461090018472,20.46726873174901
Plant B,CNC,Night,21.775215350363165,26.064718919702557,9.832371058900616,-0.4289983400741094,12.15296580801773,,-1.573589511028292,-0.09540799491741057,0.8276443106464488,0.6733158680732922,3.710773714469882,1.5200020070498461,-0.19352985447822324,-0.6727698847988965,,11.646588141049556,14.933752337442812
Plant C,Press,Day,26.596019337424707,55.99950493609678,8.691361827929793,1.6990449866852613,12.65223377366809,3.5618851403046907,-1.103333300851503,0.19408854607976567,0.13190983691503103,,3.938609377483104,0.8890150345814885,-0.6145826076675865,0.7672420267292095,0.548981031493999,16.234570794997946,27.273093015097444
Plant A,CNC,Swing,22.569613283017784,53.19094752549693,8.225616587166414,-0.43800264470503963,19.746606820112515,3.228307083689573,,-0.9304610391182428,0.7621306646582251,-0.022805649531472294,3.825069674430135,1.2437716874953684,0.4971480654293389,-0.3288291571732685,0.7646650579547819,13.717059454446542,32.52904082230267
Plant A,CNC,Night,31.333794109485012,65.36931703495428,3.481702456521007,0.06128630753386176,17.504920283676327,8.955285288384802,-0.7251669394794412,0.5581459649377293,1.3187434723288207,-0.051336086000392064,2.515556008561225,0.7694397489217603,-0.2668240053559533,0.1720603989105726,0.7232768383371257,16.449855016654826,28.175608087456933
Plant A,Conveyor,Swing,25.404886034152142,63.67564370283284,7.699863229599407,1.9163760918349384,13.510380480247001,5.059104880795168,-0.2043518144548146,1.5466528204753618,-0.0320611727109828,-0.3657761775991731,4.600506825049875,0.8244226182115962,-0.5324119360514068,0.6485433363352275,0.23279663893110766,8.764084895853948,15.973793682029678
